id video_name class start_time end_time x y width height fps
89 video-Z65lGGMaSFE_2.mp4 1 00:00:20 00:00:32 347 11 228 336 3
90 video-Z65lGGMaSFE_2.mp4 1 00:00:32 00:00:49 363 61 224 299 2
91 video-Z65lGGMaSFE_2.mp4 0 00:00:49 00:00:52 363 61 224 299 11
92 video-_dmpHSznOMK.mp4 0 00:00:10 00:00:20 87 39 342 441 4
93 video-_dmpHSznOMK.mp4 1 00:00:20 00:00:35 87 39 342 441 3
94 video-b2e5XXVYEnY_resize.mp4 0 00:00:07 00:00:12 234 83 147 195 7
95 video-b2e5XXVYEnY_resize.mp4 1 00:00:12 00:00:23 234 83 147 195 3
96 video-b2e5XXVYEnY_resize.mp4 1 00:00:23 00:00:28 234 83 147 195 7
97 video-b2e5XXVYEnY_resize.mp4 0 00:00:29 00:00:37 234 83 147 195 5
98 video-blxeQKzk9-0.mp4 1 00:00:38 00:00:45 59 131 170 240 5
99 video-blxeQKzk9-0.mp4 0 00:00:45 00:00:55 59 131 170 240 4
100 video-cusyKShBCi4.mp4 0 00:03:54 00:04:04 96 65 194 213 4
101 video-cusyKShBCi4.mp4 1 00:04:04 00:04:13 96 65 194 213 4
102 video-cusyKShBCi4.mp4 0 00:04:13 00:04:23 96 65 194 213 4
103 video-cxzukX7Z_1I_resize_resize.mp4 0 00:00:39 00:00:49 631 75 268 465 4
104 video-cxzukX7Z_1I_resize_resize.mp4 1 00:00:49 00:01:04 631 75 268 465 3
105 video-cxzukX7Z_1I_resize_resize.mp4 1 00:01:04 00:01:11 631 75 268 465 5
106 video-cxzukX7Z_1I_resize_resize.mp4 1 00:01:11 00:01:19 631 75 268 465 5
107 video-cxzukX7Z_1I_resize_resize.mp4 1 00:01:19 00:01:27 631 75 268 465 5
108 video-cxzukX7Z_1I_resize_resize.mp4 1 00:01:27 00:01:35 631 75 268 465 5
109 video-cxzukX7Z_1I_resize_resize.mp4 0 00:01:35 00:01:45 631 75 268 465 4
110 video-fmFTmov-K2k_resize.mp4 0 00:00:18 00:00:28 108 122 179 238 4
111 video-fmFTmov-K2k_resize.mp4 1 00:00:28 00:00:44 108 122 179 238 3
112 video-fmFTmov-K2k_resize.mp4 1 00:00:48 00:00:59 108 122 179 238 3
113 video-fmFTmov-K2k_resize.mp4 0 00:00:59 00:01:07 108 122 179 238 5
114 video-fs-ifFsc8Bg_resize.mp4 0 00:00:22 00:00:32 232 182 133 207 4
115 video-fs-ifFsc8Bg_resize.mp4 1 00:00:32 00:00:47 232 182 133 207 3
116 video-gkitFhxrYc8.mp4 1 00:01:08 00:01:16 174 15 180 312 5
117 video-gkitFhxrYc8.mp4 1 00:01:16 00:01:27 174 15 180 312 3
118 video-lZPbkfUYavo.mp4 0 00:00:00 00:01:18 50 107 173 228 1
119 video-lZPbkfUYavo.mp4 1 00:01:18 00:01:50 50 107 173 228 2
120 video-lZPbkfUYavo.mp4 0 00:01:50 00:02:00 50 107 173 228 4
121 video-nm2KxtOZOqA.mp4 0 00:01:20 00:01:30 257 20 281 316 4
122 video-nm2KxtOZOqA.mp4 1 00:01:30 00:01:35 257 20 281 316 7
123 video-nm2KxtOZOqA.mp4 0 00:01:35 00:01:45 257 20 281 316 4
124 video-oLRqoHPl6xU.mp4 0 00:02:10 00:02:20 95 7 146 180 4
125 video-oLRqoHPl6xU.mp4 1 00:02:20 00:02:25 95 7 146 180 7
126 video-oLRqoHPl6xU.mp4 0 00:02:25 00:02:34 95 7 146 180 4
127 video-r31hPlS1CwE_resize.mp4 0 00:00:38 00:00:48 80 165 247 190 4
128 video-r31hPlS1CwE_resize.mp4 1 00:00:48 00:01:20 80 165 247 190 2
129 video-r31hPlS1CwE_resize.mp4 0 00:01:20 00:01:30 80 165 247 190 4
130 video-u6dGiANdDNQ_1.mp4 0 00:00:00 00:00:10 140 42 183 239 4
131 video-u6dGiANdDNQ_1.mp4 1 00:00:10 00:00:21 140 42 183 239 3
132 video-u6dGiANdDNQ_1.mp4 0 00:00:21 00:00:31 140 42 183 239 4
133 video-uGpFQT3Uiig_1.mp4 0 00:00:56 00:01:06 410 39 86 139 4
134 video-uGpFQT3Uiig_1.mp4 1 00:01:06 00:01:17 410 39 86 139 3
135 video-uGpFQT3Uiig_1.mp4 0 00:01:17 00:01:27 410 39 86 139 4
136 video-uGpFQT3Uiig_6.mp4 0 00:00:00 00:00:08 308 66 179 198 5
137 video-uGpFQT3Uiig_6.mp4 1 00:00:08 00:00:40 308 66 179 198 2
138 video-uGpFQT3Uiig_6.mp4 0 00:00:40 00:00:46 308 66 179 198 6
139 video-vA9duDV6VFc.mp4 0 00:00:45 00:00:55 194 216 261 121 4
140 video-vA9duDV6VFc.mp4 1 00:00:55 00:01:14 194 216 261 121 2
141 video-vA9duDV6VFc.mp4 0 00:02:00 00:02:10 63 152 185 153 4
142 video-vA9duDV6VFc.mp4 1 00:02:10 00:02:15 63 152 185 153 7
143 video-vA9duDV6VFc.mp4 0 00:02:15 00:02:20 63 152 185 153 7
144 video-vA9duDV6VFc.mp4 1 00:02:20 00:02:29 63 152 185 153 4
145 video-vA9duDV6VFc.mp4 0 00:02:29 00:02:39 63 152 185 153 4
146 video-vBu6OiSdrds_resize.mp4 0 00:00:18 00:00:28 436 168 313 401 4
147 video-vBu6OiSdrds_resize.mp4 1 00:00:28 00:00:38 436 168 313 401 4
148 video-vBu6OiSdrds_resize.mp4 1 00:00:38 00:00:48 436 168 313 401 4
149 video-yyUaFBMwLlA_resize.mp4 0 00:00:50 00:01:00 158 14 162 217 4
150 video-yyUaFBMwLlA_resize.mp4 1 00:01:00 00:01:18 158 14 162 217 2
151 video-yyUaFBMwLlA_resize.mp4 1 00:01:22 00:01:37 158 14 162 217 3
152 video-yyUaFBMwLlA_resize.mp4 0 00:01:37 00:01:47 158 14 162 217 4
153 Shoplifting001_x264.mp4 0 00:00:43 00:00:53 132 63 140 141 4
154 Shoplifting001_x264.mp4 1 00:00:53 00:00:58 132 63 140 141 7
155 Shoplifting001_x264.mp4 1 00:00:58 00:01:08 132 63 140 141 4
156 Shoplifting001_x264.mp4 0 00:01:08 00:01:18 132 63 140 141 4
157 Shoplifting005_x264.mp4 0 00:00:11 00:00:22 77 0 136 234 3
158 Shoplifting005_x264.mp4 1 00:00:22 00:00:32 77 0 136 234 4
159 Shoplifting005_x264.mp4 0 00:00:49 00:00:59 77 0 136 234 4
160 Shoplifting007_x264.mp4 0 00:00:07 00:00:17 92 20 178 220 4
161 Shoplifting007_x264.mp4 1 00:00:17 00:00:32 92 20 178 220 3
162 Shoplifting007_x264.mp4 0 00:00:32 00:00:42 92 20 178 220 4
163 Shoplifting010_x264.mp4 0 00:00:13 00:00:23 73 93 74 117 4
164 Shoplifting010_x264.mp4 1 00:00:23 00:00:30 73 93 74 117 5
165 Shoplifting010_x264.mp4 0 00:00:39 00:00:49 71 77 69 106 4
166 Shoplifting010_x264.mp4 1 00:00:49 00:00:55 71 77 69 106 6
167 Shoplifting010_x264.mp4 0 00:00:46 00:00:56 71 77 69 106 4
168 Shoplifting010_x264.mp4 1 00:00:56 00:01:05 71 77 69 106 4
169 Shoplifting010_x264.mp4 0 00:01:21 00:01:31 71 77 69 106 4
170 Shoplifting012_x264.mp4 0 00:04:15 00:04:25 116 64 130 97 4
171 Shoplifting012_x264.mp4 1 00:04:25 00:04:32 116 64 130 97 5
172 Shoplifting012_x264.mp4 0 00:04:32 00:04:42 116 64 130 97 4
173 Shoplifting015_x264.mp4 0 00:00:57 00:01:07 105 77 215 163 4
174 Shoplifting015_x264.mp4 1 00:01:07 00:01:13 105 77 215 163 6
175 Shoplifting016_x264.mp4 0 00:00:08 00:00:18 9 32 232 208 4
176 Shoplifting016_x264.mp4 1 00:00:18 00:00:25 9 32 232 208 5
177 Shoplifting016_x264.mp4 0 00:00:25 00:00:35 9 32 232 208 4
178 Shoplifting017_x264.mp4 0 00:00:00 00:00:10 56 0 149 148 4
179 Shoplifting017_x264.mp4 1 00:00:10 00:00:15 56 0 149 148 7
180 Shoplifting018_x264.mp4 0 00:00:00 00:00:10 211 18 72 130 4
181 Shoplifting018_x264.mp4 1 00:00:10 00:00:27 211 18 72 130 2
182 Shoplifting018_x264.mp4 0 00:00:25 00:00:35 211 18 72 130 4
183 Shoplifting018_x264.mp4 1 00:00:35 00:00:52 211 18 72 130 2
184 Shoplifting018_x264.mp4 0 00:00:52 00:01:02 211 18 72 130 4
185 Shoplifting020_x264.mp4 0 00:00:56 00:01:06 0 8 146 201 4
186 Shoplifting020_x264.mp4 1 00:01:06 00:01:23 0 8 146 201 2
187 Shoplifting020_x264.mp4 0 00:01:23 00:01:33 0 8 146 201 4
188 Shoplifting021_x264.mp4 0 00:00:59 00:01:09 152 12 167 177 4
189 Shoplifting021_x264.mp4 1 00:01:09 00:01:16 152 12 167 177 5
190 Shoplifting021_x264.mp4 0 00:01:16 00:01:26 152 12 167 177 4
191 Shoplifting022_x264.mp4 0 00:00:00 00:00:08 16 57 168 151 5
192 Shoplifting022_x264.mp4 1 00:00:08 00:00:13 16 57 168 151 7
193 Shoplifting022_x264.mp4 0 00:00:10 00:00:20 16 76 116 132 4
194 Shoplifting022_x264.mp4 1 00:00:20 00:00:25 16 76 116 132 7
195 Shoplifting022_x264.mp4 0 00:00:13 00:00:23 16 43 124 166 4
196 Shoplifting022_x264.mp4 1 00:00:23 00:00:35 16 43 124 166 3
197 Shoplifting022_x264.mp4 0 00:00:36 00:00:46 16 43 124 166 4
198 Shoplifting022_x264.mp4 1 00:00:46 00:00:55 16 52 163 156 4
199 Shoplifting022_x264.mp4 0 00:00:55 00:01:05 16 52 163 156 4
200 Shoplifting024_x264.mp4 0 00:00:16 00:00:26 114 80 107 111 4
201 Shoplifting024_x264.mp4 1 00:00:26 00:00:34 114 80 107 111 5
202 Shoplifting024_x264.mp4 0 00:00:34 00:00:40 114 80 107 111 6
203 Shoplifting026_x264.mp4 1 00:00:03 00:00:12 80 29 126 84 4
204 Shoplifting026_x264.mp4 0 00:00:12 00:00:19 80 29 126 84 5
205 Shoplifting026_x264.mp4 1 00:00:19 00:00:34 80 29 126 84 3
206 Shoplifting026_x264.mp4 0 00:00:34 00:00:44 80 29 126 84 4
207 Shoplifting029_x264.mp4 0 00:00:25 00:00:35 68 35 119 135 4
208 Shoplifting029_x264.mp4 1 00:00:35 00:00:49 68 35 119 135 3
209 Shoplifting029_x264.mp4 0 00:00:49 00:00:59 68 35 119 135 4
210 Shoplifting031_x264.mp4 1 00:00:00 00:00:13 0 110 75 115 3
211 Shoplifting034_x264.mp4 0 00:02:32 00:02:42 146 10 92 145 4
212 Shoplifting034_x264.mp4 1 00:02:42 00:02:56 146 10 92 145 3
213 Shoplifting034_x264.mp4 0 00:02:56 00:03:06 124 10 106 91 4
214 Shoplifting034_x264.mp4 1 00:03:06 00:03:12 124 10 106 91 6
215 Shoplifting034_x264.mp4 0 00:03:49 00:03:59 32 80 174 148 4
216 Shoplifting034_x264.mp4 1 00:03:59 00:04:09 32 80 174 148 4
217 Shoplifting034_x264.mp4 0 00:04:09 00:04:19 32 80 174 148 4
218 Shoplifting036_x264.mp4 0 00:01:25 00:01:35 45 108 213 132 4
219 Shoplifting036_x264.mp4 1 00:01:35 00:01:50 45 108 213 132 3
220 Shoplifting036_x264.mp4 0 00:01:50 00:02:00 45 108 213 132 4
221 Shoplifting040_x264.mp4 1 00:00:00 00:00:07 66 107 150 133 5
222 Shoplifting040_x264.mp4 0 00:00:13 00:00:23 30 107 166 133 4
223 Shoplifting040_x264.mp4 1 00:00:23 00:00:35 30 107 166 133 3
224 Shoplifting040_x264.mp4 0 00:00:49 00:00:59 68 102 209 138 4
225 Shoplifting040_x264.mp4 1 00:00:59 00:01:07 68 102 209 138 5
226 Shoplifting040_x264.mp4 0 00:02:17 00:02:27 83 102 173 138 4
227 Shoplifting040_x264.mp4 1 00:02:27 00:02:37 83 102 173 138 4
228 Shoplifting040_x264.mp4 0 00:04:31 00:04:41 53 102 220 138 4
229 Shoplifting040_x264.mp4 1 00:04:41 00:04:49 53 102 220 138 5
230 Shoplifting040_x264.mp4 0 00:05:27 00:05:37 32 107 191 133 4
231 Shoplifting040_x264.mp4 1 00:05:37 00:05:48 32 107 191 133 3
232 Shoplifting040_x264.mp4 0 00:07:00 00:07:10 124 107 171 133 4
233 Shoplifting040_x264.mp4 1 00:07:10 00:07:19 124 107 171 133 4
234 Shoplifting040_x264.mp4 0 00:07:19 00:07:29 124 107 171 133 4
235 Shoplifting052_x264.mp4 0 00:00:16 00:00:26 55 40 196 200 4
236 Shoplifting052_x264.mp4 1 00:00:26 00:00:34 55 40 196 200 5
237 Shoplifting052_x264.mp4 0 00:00:41 00:00:51 51 22 243 218 4
238 Shoplifting052_x264.mp4 1 00:00:51 00:01:04 51 22 243 218 3
239 Shoplifting052_x264.mp4 0 00:01:17 00:01:27 60 26 260 214 4
240 Shoplifting052_x264.mp4 1 00:01:27 00:01:35 60 26 260 214 5
241 Shoplifting052_x264.mp4 0 00:01:58 00:02:08 18 26 263 214 4
242 Shoplifting052_x264.mp4 1 00:02:08 00:02:16 18 26 263 214 5
243 Shoplifting052_x264.mp4 0 00:02:26 00:02:36 90 0 176 225 4
244 Shoplifting052_x264.mp4 1 00:02:36 00:02:47 90 0 176 225 3
245 Shoplifting052_x264.mp4 0 00:02:47 00:02:57 90 0 176 225 4
