id video_name class start_time end_time x y width height fps
24 video-64zoxiMu0p8_1.mp4 1 00:02:26 00:02:35 50 91 146 200 8
25 video-64zoxiMu0p8_1.mp4 1 00:02:35 00:02:44 50 91 146 200 8
26 video-64zoxiMu0p8_1.mp4 1 00:02:29 00:02:38 129 129 194 231 8
27 video-64zoxiMu0p8_1.mp4 1 00:02:40 00:02:54 121 122 177 238 5
28 video-64zoxiMu0p8_1.mp4 1 00:02:54 00:03:01 121 106 196 254 10
29 video-64zoxiMu0p8_1.mp4 1 00:03:26 00:03:37 43 62 312 298 6
30 video-64zoxiMu0p8_1.mp4 1 00:03:37 00:03:46 118 153 196 207 8
31 video-64zoxiMu0p8_1.mp4 1 00:04:14 00:04:24 123 96 239 264 7
32 video-64zoxiMu0p8_1.mp4 1 00:04:50 00:05:14 106 76 202 267 3
33 video-64zoxiMu0p8_1.mp4 0 00:05:14 00:05:24 106 76 202 267 7
34 video--U5SQGQl7ew_crop.mp4 0 00:00:12 00:00:22 202 258 183 102 7
35 video--U5SQGQl7ew_crop.mp4 1 00:00:22 00:00:36 202 258 183 102 5
36 video--cH7TGI6zUk.mp4 0 00:00:08 00:00:17 314 163 342 421 8
37 video--cH7TGI6zUk.mp4 1 00:00:17 00:00:30 314 163 342 421 5
38 video-DKqb-0bBx7E_resize.mp4 0 00:00:28 00:00:38 663 97 297 442 7
39 video-DKqb-0bBx7E_resize.mp4 1 00:00:38 00:00:50 663 97 297 442 6
40 video-DKqb-0bBx7E_resize.mp4 1 00:00:54 00:01:04 780 97 180 371 7
41 video-DKqb-0bBx7E_resize.mp4 0 00:00:59 00:01:09 185 364 249 176 7
42 video-DKqb-0bBx7E_resize.mp4 1 00:01:09 00:01:16 185 364 249 176 10
43 video-DKqb-0bBx7E_resize.mp4 0 00:01:16 00:01:26 185 364 249 176 7
44 video-DKqb-0bBx7E_resize.mp4 1 00:01:20 00:01:30 589 135 246 405 7
45 video-DKqb-0bBx7E_resize.mp4 1 00:01:52 00:02:05 616 64 344 475 5
46 video-DKqb-0bBx7E_resize.mp4 0 00:02:05 00:02:15 616 64 344 475 7
47 video-DXlgdJ34Gnc_resize.mp4 0 00:00:20 00:00:30 147 78 121 136 7
48 video-DXlgdJ34Gnc_resize.mp4 1 00:00:30 00:00:45 147 78 121 136 5
49 video-DXlgdJ34Gnc_resize.mp4 0 00:00:45 00:00:55 147 78 121 136 7
50 video-F-zT2pI-lnQ_1.mp4 0 00:00:22 00:00:32 0 0 724 540 7
51 video-F-zT2pI-lnQ_1.mp4 1 00:00:32 00:00:40 0 0 724 540 8
52 video-F-zT2pI-lnQ_1.mp4 0 00:00:40 00:00:49 0 0 724 540 8
53 video-F-zT2pI-lnQ_2.mp4 1 00:00:02 00:00:11 399 23 443 517 8
54 video-F-zT2pI-lnQ_2.mp4 0 00:00:25 00:00:29 378 16 211 323 16
55 video-F-zT2pI-lnQ_2.mp4 1 00:00:29 00:00:43 378 16 211 323 5
56 video-GB0e1M5p3NU.mp4 0 00:04:30 00:04:40 308 132 143 189 7
57 video-GB0e1M5p3NU.mp4 1 00:04:40 00:04:58 308 132 143 189 4
58 video-GB0e1M5p3NU.mp4 0 00:04:58 00:05:08 308 132 143 189 7
59 video-HsaTjpESyDU.mp4 1 00:00:00 00:00:04 92 42 207 198 16
60 video-HsaTjpESyDU.mp4 1 00:00:04 00:00:08 92 42 207 198 16
61 video-HsaTjpESyDU.mp4 1 00:00:08 00:00:15 92 42 207 198 10
62 video-HsaTjpESyDU.mp4 1 00:00:15 00:00:21 92 42 207 198 11
63 video-HsaTjpESyDU.mp4 1 00:00:21 00:00:28 92 42 207 198 10
64 video-HsaTjpESyDU.mp4 0 00:00:28 00:00:36 92 42 207 198 8
65 video-HsaTjpESyDU.mp4 1 00:00:36 00:00:40 92 42 207 198 16
66 video-HsaTjpESyDU.mp4 1 00:00:40 00:00:43 92 42 207 198 22
67 video-HsaTjpESyDU.mp4 1 00:00:43 00:00:48 92 42 207 198 13
68 video-OXlaho8wayQ_resize.mp4 0 00:01:33 00:01:43 263 70 408 374 7
69 video-OXlaho8wayQ_resize.mp4 1 00:01:43 00:01:50 263 70 408 374 10
70 video-OXlaho8wayQ_resize.mp4 0 00:01:50 00:02:00 263 70 408 374 7
71 video-Q01ZWqsU6a8.mp4 0 00:06:50 00:07:00 328 197 128 140 7
72 video-Q01ZWqsU6a8.mp4 1 00:07:00 00:07:42 328 197 128 140 2
73 video-Q01ZWqsU6a8.mp4 0 00:07:42 00:07:52 328 197 128 140 7
74 video-US59wO9bAv4_1.mp4 0 00:00:00 00:00:07 194 7 241 316 10
75 video-US59wO9bAv4_1.mp4 1 00:00:07 00:00:18 194 7 241 316 6
76 video-US59wO9bAv4_1.mp4 0 00:00:18 00:00:28 194 7 241 316 7
77 video-UUzTqHLTA4g.mp4 0 00:00:19 00:00:29 236 24 243 312 7
78 video-UUzTqHLTA4g.mp4 1 00:00:29 00:00:45 236 24 243 312 4
79 video-UUzTqHLTA4g.mp4 1 00:00:45 00:00:57 236 24 243 312 6
80 video-UUzTqHLTA4g.mp4 1 00:00:57 00:01:08 236 24 243 312 6
81 video-UUzTqHLTA4g.mp4 0 00:01:08 00:01:18 236 24 243 312 7
82 video-WMeziHjV7Sc_resize.mp4 0 00:04:55 00:05:05 355 0 132 159 7
83 video-WMeziHjV7Sc_resize.mp4 1 00:05:05 00:05:47 355 0 132 159 2
84 video-WMeziHjV7Sc_resize.mp4 0 00:05:47 00:05:57 355 0 132 159 7
85 video-Z65lGGMaSFE_1.mp4 1 00:00:12 00:00:20 91 103 290 257 8
86 video-Z65lGGMaSFE_1.mp4 1 00:00:39 00:00:53 91 103 290 257 5
87 video-Z65lGGMaSFE_2.mp4 1 00:00:00 00:00:15 318 11 257 349 5
88 video-Z65lGGMaSFE_2.mp4 0 00:00:15 00:00:20 347 11 228 336 13
89 video-Z65lGGMaSFE_2.mp4 1 00:00:20 00:00:32 347 11 228 336 6
90 video-Z65lGGMaSFE_2.mp4 1 00:00:32 00:00:49 363 61 224 299 4
91 video-Z65lGGMaSFE_2.mp4 0 00:00:49 00:00:52 363 61 224 299 22
92 video-_dmpHSznOMk.mp4 0 00:00:10 00:00:20 87 39 342 441 7
93 video-_dmpHSznOMk.mp4 1 00:00:20 00:00:35 87 39 342 441 5
94 video-b2e5xXVYEnY_resize.mp4 0 00:00:07 00:00:12 234 83 147 195 13
95 video-b2e5xXVYEnY_resize.mp4 1 00:00:12 00:00:23 234 83 147 195 6
96 video-b2e5xXVYEnY_resize.mp4 1 00:00:23 00:00:28 234 83 147 195 13
97 video-b2e5xXVYEnY_resize.mp4 0 00:00:29 00:00:37 234 83 147 195 8
98 video-bIxeQKzk9-0.mp4 1 00:00:38 00:00:45 59 131 170 240 10
99 video-bIxeQKzk9-0.mp4 0 00:00:45 00:00:55 59 131 170 240 7
100 video-cusyKShBCi4.mp4 0 00:03:54 00:04:04 96 65 194 213 7
101 video-cusyKShBCi4.mp4 1 00:04:04 00:04:13 96 65 194 213 8
102 video-cusyKShBCi4.mp4 0 00:04:13 00:04:23 96 65 194 213 7
103 video-cxzukX7Z_1I_resize.mp4 0 00:00:39 00:00:49 631 75 268 465 7
104 video-cxzukX7Z_1I_resize.mp4 1 00:00:49 00:01:04 631 75 268 465 5
105 video-cxzukX7Z_1I_resize.mp4 1 00:01:04 00:01:11 631 75 268 465 10
106 video-cxzukX7Z_1I_resize.mp4 1 00:01:11 00:01:19 631 75 268 465 8
107 video-cxzukX7Z_1I_resize.mp4 1 00:01:19 00:01:27 631 75 268 465 8
108 video-cxzukX7Z_1I_resize.mp4 1 00:01:27 00:01:35 631 75 268 465 8
109 video-cxzukX7Z_1I_resize.mp4 0 00:01:35 00:01:45 631 75 268 465 7
110 video-fmFTmov-K2k_resize.mp4 0 00:00:18 00:00:28 108 122 179 238 7
111 video-fmFTmov-K2k_resize.mp4 1 00:00:28 00:00:44 108 122 179 238 4
112 video-fmFTmov-K2k_resize.mp4 1 00:00:48 00:00:59 108 122 179 238 6
113 video-fmFTmov-K2k_resize.mp4 0 00:00:59 00:01:07 108 122 179 238 8
114 video-fs-ifFsc8Bg_resize.mp4 0 00:00:22 00:00:32 232 182 133 207 7
115 video-fs-ifFsc8Bg_resize.mp4 1 00:00:32 00:00:47 232 182 133 207 5
116 video-gkitFhxrYc8.mp4 1 00:01:08 00:01:16 174 15 180 312 8
117 video-gkitFhxrYc8.mp4 1 00:01:16 00:01:27 174 15 180 312 6
118 video-lZPbkfUYavo.mp4 0 00:01:08 00:01:18 50 107 173 228 7
119 video-lZPbkfUYavo.mp4 1 00:01:18 00:01:50 50 107 173 228 2
120 video-lZPbkfUYavo.mp4 0 00:01:50 00:02:00 50 107 173 228 7
121 video-nm2KxtOZOqA.mp4 0 00:01:20 00:01:30 257 20 281 316 7
122 video-nm2KxtOZOqA.mp4 1 00:01:30 00:01:35 257 20 281 316 13
123 video-nm2KxtOZOqA.mp4 0 00:01:35 00:01:45 257 20 281 316 7
124 video-oLRqoHPl6xU.mp4 0 00:02:10 00:02:20 95 7 146 180 7
125 video-oLRqoHPl6xU.mp4 1 00:02:20 00:02:25 95 7 146 180 13
126 video-oLRqoHPl6xU.mp4 0 00:02:25 00:02:34 95 7 146 180 8
127 video-r31hPlS1CwE_resize.mp4 0 00:00:38 00:00:48 80 165 247 190 7
128 video-r31hPlS1CwE_resize.mp4 1 00:00:48 00:01:20 80 165 247 190 2
129 video-r31hPlS1CwE_resize.mp4 0 00:01:20 00:01:30 80 165 247 190 7
130 video-u6dGiANdDNQ_1.mp4 0 00:00:00 00:00:10 140 42 183 239 7
131 video-u6dGiANdDNQ_1.mp4 1 00:00:10 00:00:21 140 42 183 239 6
132 video-u6dGiANdDNQ_1.mp4 0 00:00:21 00:00:31 140 42 183 239 7
133 video-uGpFQT3Uiig_1.mp4 0 00:00:56 00:01:06 410 39 86 139 7
134 video-uGpFQT3Uiig_1.mp4 1 00:01:06 00:01:17 410 39 86 139 6
135 video-uGpFQT3Uiig_1.mp4 0 00:01:17 00:01:27 410 39 86 139 7
136 video-uGpFQT3Uiig_6.mp4 0 00:00:00 00:00:08 308 66 179 198 8
137 video-uGpFQT3Uiig_6.mp4 1 00:00:08 00:00:40 308 66 179 198 2
138 video-uGpFQT3Uiig_6.mp4 0 00:00:40 00:00:46 308 66 179 198 11
139 video-vA9duDV6VFc.mp4 0 00:00:45 00:00:55 194 216 261 121 7
140 video-vA9duDV6VFc.mp4 1 00:00:55 00:01:14 194 216 261 121 4
141 video-vA9duDV6VFc.mp4 0 00:02:00 00:02:10 63 152 185 153 7
142 video-vA9duDV6VFc.mp4 1 00:02:10 00:02:15 63 152 185 153 13
143 video-vA9duDV6VFc.mp4 0 00:02:15 00:02:20 63 152 185 153 13
144 video-vA9duDV6VFc.mp4 1 00:02:20 00:02:29 63 152 185 153 8
145 video-vA9duDV6VFc.mp4 0 00:02:29 00:02:39 63 152 185 153 7
146 video-vBu6OiSdrds_resize.mp4 0 00:00:18 00:00:28 436 168 313 401 7
147 video-vBu6OiSdrds_resize.mp4 1 00:00:28 00:00:38 436 168 313 401 7
148 video-vBu6OiSdrds_resize.mp4 1 00:00:38 00:00:48 436 168 313 401 7
149 video-yyUaFBMwLlA_resize.mp4 0 00:00:50 00:01:00 158 14 162 217 7
150 video-yyUaFBMwLlA_resize.mp4 1 00:01:00 00:01:18 158 14 162 217 4
151 video-yyUaFBMwLlA_resize.mp4 1 00:01:22 00:01:37 158 14 162 217 5
152 video-yyUaFBMwLlA_resize.mp4 0 00:01:37 00:01:47 158 14 162 217 7
153 Shoplifting001_x264.mp4 0 00:00:43 00:00:53 132 63 140 141 7
154 Shoplifting001_x264.mp4 1 00:00:53 00:00:58 132 63 140 141 13
155 Shoplifting001_x264.mp4 1 00:00:58 00:01:08 132 63 140 141 7
156 Shoplifting001_x264.mp4 0 00:01:08 00:01:18 132 63 140 141 7
157 Shoplifting005_x264.mp4 0 00:00:11 00:00:22 77 0 136 234 6
158 Shoplifting005_x264.mp4 1 00:00:22 00:00:32 77 0 136 234 7
159 Shoplifting005_x264.mp4 0 00:00:49 00:00:59 77 0 136 234 7
160 Shoplifting007_x264.mp4 0 00:00:07 00:00:17 92 20 178 220 7
161 Shoplifting007_x264.mp4 1 00:00:17 00:00:32 92 20 178 220 5
162 Shoplifting007_x264.mp4 0 00:00:32 00:00:42 92 20 178 220 7
163 Shoplifting010_x264.mp4 0 00:00:13 00:00:23 73 93 74 117 7
164 Shoplifting010_x264.mp4 1 00:00:23 00:00:30 73 93 74 117 10
165 Shoplifting010_x264.mp4 0 00:00:39 00:00:49 71 77 69 106 7
166 Shoplifting010_x264.mp4 1 00:00:49 00:00:55 71 77 69 106 11
167 Shoplifting010_x264.mp4 0 00:00:46 00:00:56 71 77 69 106 7
168 Shoplifting010_x264.mp4 1 00:00:56 00:01:05 71 77 69 106 8
169 Shoplifting010_x264.mp4 0 00:01:21 00:01:31 71 77 69 106 7
170 Shoplifting012_x264.mp4 0 00:04:15 00:04:25 116 64 130 97 7
171 Shoplifting012_x264.mp4 1 00:04:25 00:04:32 116 64 130 97 10
172 Shoplifting012_x264.mp4 0 00:04:32 00:04:42 116 64 130 97 7
173 Shoplifting015_x264.mp4 0 00:00:57 00:01:07 105 77 215 163 7
174 Shoplifting015_x264.mp4 1 00:01:07 00:01:13 105 77 215 163 11
175 Shoplifting016_x264.mp4 0 00:00:08 00:00:18 9 32 232 208 7
176 Shoplifting016_x264.mp4 1 00:00:18 00:00:25 9 32 232 208 10
177 Shoplifting016_x264.mp4 0 00:00:25 00:00:35 9 32 232 208 7
178 Shoplifting017_x264.mp4 0 00:00:00 00:00:10 56 0 149 148 7
179 Shoplifting017_x264.mp4 1 00:00:10 00:00:15 56 0 149 148 13
180 Shoplifting018_x264.mp4 0 00:00:00 00:00:10 211 18 72 130 7
181 Shoplifting018_x264.mp4 1 00:00:10 00:00:27 211 18 72 130 4
182 Shoplifting018_x264.mp4 0 00:00:25 00:00:35 211 18 72 130 7
183 Shoplifting018_x264.mp4 1 00:00:35 00:00:52 211 18 72 130 4
184 Shoplifting018_x264.mp4 0 00:00:52 00:01:02 211 18 72 130 7
185 Shoplifting020_x264.mp4 0 00:00:56 00:01:06 0 8 146 201 7
186 Shoplifting020_x264.mp4 1 00:01:06 00:01:23 0 8 146 201 4
187 Shoplifting020_x264.mp4 0 00:01:23 00:01:33 0 8 146 201 7
188 Shoplifting021_x264.mp4 0 00:00:59 00:01:09 152 12 167 177 7
189 Shoplifting021_x264.mp4 1 00:01:09 00:01:16 152 12 167 177 10
190 Shoplifting021_x264.mp4 0 00:01:16 00:01:26 152 12 167 177 7
191 Shoplifting022_x264.mp4 0 00:00:00 00:00:08 16 57 168 151 8
192 Shoplifting022_x264.mp4 1 00:00:08 00:00:13 16 57 168 151 13
193 Shoplifting022_x264.mp4 0 00:00:10 00:00:20 16 76 116 132 7
194 Shoplifting022_x264.mp4 1 00:00:20 00:00:25 16 76 116 132 13
195 Shoplifting022_x264.mp4 0 00:00:13 00:00:23 16 43 124 166 7
196 Shoplifting022_x264.mp4 1 00:00:23 00:00:35 16 43 124 166 6
197 Shoplifting022_x264.mp4 0 00:00:36 00:00:46 16 43 124 166 7
198 Shoplifting022_x264.mp4 1 00:00:46 00:00:55 16 52 163 156 8
199 Shoplifting022_x264.mp4 0 00:00:55 00:01:05 16 52 163 156 7
200 Shoplifting024_x264.mp4 0 00:00:16 00:00:26 114 80 107 111 7
201 Shoplifting024_x264.mp4 1 00:00:26 00:00:34 114 80 107 111 8
202 Shoplifting024_x264.mp4 0 00:00:34 00:00:40 114 80 107 111 11
203 Shoplifting026_x264.mp4 1 00:00:03 00:00:12 80 29 126 84 8
204 Shoplifting026_x264.mp4 0 00:00:12 00:00:19 80 29 126 84 10
205 Shoplifting026_x264.mp4 1 00:00:19 00:00:34 80 29 126 84 5
206 Shoplifting026_x264.mp4 0 00:00:34 00:00:44 80 29 126 84 7
207 Shoplifting029_x264.mp4 0 00:00:25 00:00:35 68 35 119 135 7
208 Shoplifting029_x264.mp4 1 00:00:35 00:00:49 68 35 119 135 5
209 Shoplifting029_x264.mp4 0 00:00:49 00:00:59 68 35 119 135 7
210 Shoplifting031_x264.mp4 1 00:00:00 00:00:13 0 110 75 115 5
211 Shoplifting034_x264.mp4 0 00:02:32 00:02:42 146 10 92 145 7
212 Shoplifting034_x264.mp4 1 00:02:42 00:02:56 146 10 92 145 5
213 Shoplifting034_x264.mp4 0 00:02:56 00:03:06 124 10 106 91 7
214 Shoplifting034_x264.mp4 1 00:03:06 00:03:12 124 10 106 91 11
215 Shoplifting034_x264.mp4 0 00:03:49 00:03:59 32 80 174 148 7
216 Shoplifting034_x264.mp4 1 00:03:59 00:04:09 32 80 174 148 7
217 Shoplifting034_x264.mp4 0 00:04:09 00:04:19 32 80 174 148 7
218 Shoplifting036_x264.mp4 0 00:01:25 00:01:35 45 108 213 132 7
219 Shoplifting036_x264.mp4 1 00:01:35 00:01:50 45 108 213 132 5
220 Shoplifting036_x264.mp4 0 00:01:50 00:02:00 45 108 213 132 7
221 Shoplifting040_x264.mp4 1 00:00:00 00:00:07 66 107 150 133 10
222 Shoplifting040_x264.mp4 0 00:00:13 00:00:23 30 107 166 133 7
223 Shoplifting040_x264.mp4 1 00:00:23 00:00:35 30 107 166 133 6
224 Shoplifting040_x264.mp4 0 00:00:49 00:00:59 68 102 209 138 7
225 Shoplifting040_x264.mp4 1 00:00:59 00:01:07 68 102 209 138 8
226 Shoplifting040_x264.mp4 0 00:02:17 00:02:27 83 102 173 138 7
227 Shoplifting040_x264.mp4 1 00:02:27 00:02:37 83 102 173 138 7
228 Shoplifting040_x264.mp4 0 00:04:31 00:04:41 53 102 220 138 7
229 Shoplifting040_x264.mp4 1 00:04:41 00:04:49 53 102 220 138 8
230 Shoplifting040_x264.mp4 0 00:05:27 00:05:37 32 107 191 133 7
231 Shoplifting040_x264.mp4 1 00:05:37 00:05:48 32 107 191 133 6
232 Shoplifting040_x264.mp4 0 00:07:00 00:07:10 124 107 171 133 7
233 Shoplifting040_x264.mp4 1 00:07:10 00:07:19 124 107 171 133 8
234 Shoplifting040_x264.mp4 0 00:07:19 00:07:29 124 107 171 133 7
235 Shoplifting052_x264.mp4 0 00:00:16 00:00:26 55 40 196 200 7
236 Shoplifting052_x264.mp4 1 00:00:26 00:00:34 55 40 196 200 8
237 Shoplifting052_x264.mp4 0 00:00:41 00:00:51 51 22 243 218 7
238 Shoplifting052_x264.mp4 1 00:00:51 00:01:04 51 22 243 218 5
239 Shoplifting052_x264.mp4 0 00:01:17 00:01:27 60 26 260 214 7
240 Shoplifting052_x264.mp4 1 00:01:27 00:01:35 60 26 260 214 8
241 Shoplifting052_x264.mp4 0 00:01:58 00:02:08 18 26 263 214 7
242 Shoplifting052_x264.mp4 1 00:02:08 00:02:16 18 26 263 214 8
243 Shoplifting052_x264.mp4 0 00:02:26 00:02:36 90 0 176 225 7
244 Shoplifting052_x264.mp4 1 00:02:36 00:02:47 90 0 176 225 6
245 Shoplifting052_x264.mp4 0 00:02:47 00:02:57 90 0 176 225 7
