id video_name class start_time end_timex y width height original_width original_height
21 video-4WZo39BbE3o_3.mp4 1 00:01:28 00:01:31 98 79 204 281 640 360
22 video-4yzKIYbm6tM.mp4 0 00:00:00 00:00:06 137 45 120 172 294 240
23 video-4yzKIYbm6tM.mp4 1 00:00:06 00:00:14 137 45 120 172 294 240
24 video-4yzKIYbm6tM.mp4 0 00:00:14 00:00:20 137 45 120 172 294 240
25 video-64zoxiMu0p8_1.mp4 1 00:02:26 00:02:35 50 91 146 200 640 360
26 video-64zoxiMu0p8_1.mp4 1 00:02:35 00:02:44 50 91 146 200 640 360
27 video-64zoxiMu0p8_1.mp4 1 00:02:29 00:02:38 129 129 194 231 640 360
28 video-64zoxiMu0p8_1.mp4 1 00:02:40 00:02:54 121 122 177 238 640 360
29 video-64zoxiMu0p8_1.mp4 1 00:02:54 00:03:01 121 106 196 254 640 360
30 video-64zoxiMu0p8_1.mp4 1 00:03:26 00:03:37 43 62 312 298 640 360
31 video-64zoxiMu0p8_1.mp4 1 00:03:37 00:03:46 118 153 196 207 640 360
32 video-64zoxiMu0p8_1.mp4 1 00:04:14 00:04:24 123 96 239 264 640 360
33 video-64zoxiMu0p8_1.mp4 1 00:04:50 00:05:14 106 76 202 267 640 360
34 video-64zoxiMu0p8_1.mp4 0 00:05:14 00:05:24 106 76 202 267 640 360
35 video--U5SQGQl7ew_crop.mp4 0 00:00:00 00:00:22 202 258 183 102 640 360
36 video--U5SQGQl7ew_crop.mp4 1 00:00:22 00:00:36 202 258 183 102 640 360
37 video--cH7TGI6zUk.mp4 0 00:00:08 00:00:17 314 163 342 421 960 720
38 video--cH7TGI6zUk.mp4 1 00:00:17 00:00:30 314 163 342 421 960 720
39 video--cH7TGI6zUk.mp4 0 00:00:30 00:00:32 314 163 342 421 960 720
40 video-DKqb-0bBx7E_resize.mp4 0 00:00:00 00:00:38 663 97 297 442 960 540
41 video-DKqb-0bBx7E_resize.mp4 1 00:00:38 00:00:50 663 97 297 442 960 540
42 video-DKqb-0bBx7E_resize.mp4 1 00:00:54 00:01:04 780 97 180 371 960 540
43 video-DKqb-0bBx7E_resize.mp4 0 00:00:00 00:01:09 185 364 249 176 960 540
44 video-DKqb-0bBx7E_resize.mp4 1 00:01:09 00:01:16 185 364 249 176 960 540
45 video-DKqb-0bBx7E_resize.mp4 0 00:01:16 00:02:15 185 364 249 176 960 540
46 video-DKqb-0bBx7E_resize.mp4 1 00:01:20 00:01:30 589 135 246 405 960 540
47 video-DKqb-0bBx7E_resize.mp4 1 00:01:52 00:02:05 616 64 344 475 960 540
48 video-DKqb-0bBx7E_resize.mp4 0 00:02:05 00:02:15 616 64 344 475 960 540
49 video-DXlgdJ34Gnc_resize.mp4 0 00:00:00 00:00:30 147 78 121 136 640 360
50 video-DXlgdJ34Gnc_resize.mp4 1 00:00:30 00:00:45 147 78 121 136 640 360
51 video-DXlgdJ34Gnc_resize.mp4 0 00:00:45 00:01:54 147 78 121 136 640 360
52 video-F-zT2pI-lnQ_1.mp4 0 00:00:00 00:00:32 0 0 724 540 960 540
53 video-F-zT2pI-lnQ_1.mp4 1 00:00:32 00:00:40 0 0 724 540 960 540
54 video-F-zT2pI-lnQ_1.mp4 0 00:00:40 00:00:49 0 0 724 540 960 540
55 video-F-zT2pI-lnQ_2.mp4 1 00:00:02 00:00:11 399 23 443 517 960 540
56 video-F-zT2pI-lnQ_2.mp4 0 00:00:25 00:00:29 378 16 211 323 960 540
57 video-F-zT2pI-lnQ_2.mp4 1 00:00:29 00:00:43 378 16 211 323 960 540
58 video-GB0e1M5p3NU.mp4 0 00:00:00 00:04:40 308 132 143 189 800 480
59 video-GB0e1M5p3NU.mp4 1 00:04:40 00:04:58 308 132 143 189 800 480
60 video-GB0e1M5p3NU.mp4 0 00:04:58 00:07:00 308 132 143 189 800 480
61 video-HsaTjpESyDU.mp4 1 00:00:00 00:00:04 92 42 207 198 320 240
62 video-HsaTjpESyDU.mp4 1 00:00:04 00:00:08 92 42 207 198 320 240
63 video-HsaTjpESyDU.mp4 1 00:00:08 00:00:15 92 42 207 198 320 240
64 video-HsaTjpESyDU.mp4 1 00:00:15 00:00:21 92 42 207 198 320 240
65 video-HsaTjpESyDU.mp4 1 00:00:21 00:00:28 92 42 207 198 320 240
66 video-HsaTjpESyDU.mp4 0 00:00:28 00:00:36 92 42 207 198 320 240
67 video-HsaTjpESyDU.mp4 1 00:00:36 00:00:40 92 42 207 198 320 240
68 video-HsaTjpESyDU.mp4 1 00:00:40 00:00:43 92 42 207 198 320 240
69 video-HsaTjpESyDU.mp4 1 00:00:43 00:00:48 92 42 207 198 320 240
70 video-HsaTjpESyDU.mp4 0 00:00:48 00:00:52 92 42 207 198 320 240
71 video-OXlaho8wayQ_resize.mp4 0 00:00:00 00:01:43 263 70 408 374 960 540
72 video-OXlaho8wayQ_resize.mp4 1 00:01:43 00:01:50 263 70 408 374 960 540
73 video-OXlaho8wayQ_resize.mp4 0 00:01:50 00:10:03 263 70 408 374 960 540
74 video-Q01ZWqsU6a8.mp4 0 00:00:06 00:07:00 328 197 128 140 640 360
75 video-Q01ZWqsU6a8.mp4 1 00:07:00 00:07:42 328 197 128 140 640 360
76 video-Q01ZWqsU6a8.mp4 0 00:07:42 00:07:42 328 197 128 140 640 360
77 video-US59wO9bAv4_1.mp4 0 00:00:00 00:00:07 194 7 241 316 640 360
78 video-US59wO9bAv4_1.mp4 1 00:00:07 00:00:18 194 7 241 316 640 360
79 video-US59wO9bAv4_1.mp4 0 00:00:18 00:00:43 194 7 241 316 640 360
80 video-UUzTqHLTA4g.mp4 0 00:00:05 00:00:29 236 24 243 312 640 360
81 video-UUzTqHLTA4g.mp4 1 00:00:29 00:00:45 236 24 243 312 640 360
82 video-UUzTqHLTA4g.mp4 1 00:00:45 00:00:57 236 24 243 312 640 360
83 video-UUzTqHLTA4g.mp4 1 00:00:57 00:01:08 236 24 243 312 640 360
84 video-UUzTqHLTA4g.mp4 0 00:01:08 00:01:35 236 24 243 312 640 360
85 video-WMeziHjV7Sc_resize.mp4 0 00:02:01 00:05:05 355 0 132 159 640 360
86 video-WMeziHjV7Sc_resize.mp4 1 00:05:05 00:05:47 355 0 132 159 640 360
87 video-WMeziHjV7Sc_resize.mp4 0 00:05:47 00:06:43 355 0 132 159 640 360
88 video-Z65lGGMaSFE_1.mp4 1 00:00:12 00:00:20 91 103 290 257 640 360
89 video-Z65lGGMaSFE_1.mp4 1 00:00:39 00:00:53 91 103 290 257 640 360
90 video-Z65lGGMaSFE_2.mp4 1 00:00:00 00:00:15 318 11 257 349 640 360
91 video-Z65lGGMaSFE_2.mp4 0 00:00:15 00:00:20 318 11 257 349 640 360
92 video-Z65lGGMaSFE_2.mp4 0 00:00:15 00:00:20 347 11 228 336 640 360
93 video-Z65lGGMaSFE_2.mp4 1 00:00:20 00:00:32 347 11 228 336 640 360
94 video-Z65lGGMaSFE_2.mp4 1 00:00:32 00:00:49 363 61 224 299 640 360
95 video-Z65lGGMaSFE_2.mp4 0 00:00:49 00:00:52 363 61 224 299 640 360
96 video-_dmpHSznOMk.mp4 0 00:00:00 00:00:20 87 39 342 441 640 480
97 video-_dmpHSznOMk.mp4 1 00:00:20 00:00:35 87 39 342 441 640 480
98 video-_dmpHSznOMk.mp4 0 00:00:35 00:00:38 87 39 342 441 640 480
99 video-b2e5xXVYEnY_resize.mp4 0 00:00:07 00:00:12 234 83 147 195 640 360
100 video-b2e5xXVYEnY_resize.mp4 1 00:00:12 00:00:23 234 83 147 195 640 360
101 video-b2e5xXVYEnY_resize.mp4 1 00:00:23 00:00:28 234 83 147 195 640 360
102 video-b2e5xXVYEnY_resize.mp4 0 00:00:29 00:00:37 234 83 147 195 640 360
103 video-bIxeQKzk9-0.mp4 1 00:00:38 00:00:45 59 131 170 240 640 480
104 video-bIxeQKzk9-0.mp4 0 00:00:45 00:01:14 59 131 170 240 640 480
105 video-cusyKShBCi4.mp4 0 00:00:06 00:04:04 96 65 194 213 640 360
106 video-cusyKShBCi4.mp4 1 00:04:04 00:04:13 96 65 194 213 640 360
107 video-cusyKShBCi4.mp4 0 00:04:13 00:04:30 96 65 194 213 640 360
108 video-cxzukX7Z_1I_resize.mp4 0 00:00:12 00:00:49 631 75 268 465 960 540
109 video-cxzukX7Z_1I_resize.mp4 1 00:00:49 00:01:04 631 75 268 465 960 540
110 video-cxzukX7Z_1I_resize.mp4 1 00:01:04 00:01:11 631 75 268 465 960 540
111 video-cxzukX7Z_1I_resize.mp4 1 00:01:11 00:01:19 631 75 268 465 960 540
112 video-cxzukX7Z_1I_resize.mp4 1 00:01:19 00:01:27 631 75 268 465 960 540
113 video-cxzukX7Z_1I_resize.mp4 1 00:01:27 00:01:35 631 75 268 465 960 540
114 video-cxzukX7Z_1I_resize.mp4 0 00:01:35 00:01:48 631 75 268 465 960 540
115 video-fmFTmov-K2k_resize.mp4 0 00:00:00 00:00:28 108 122 179 238 640 360
116 video-fmFTmov-K2k_resize.mp4 1 00:00:28 00:00:44 108 122 179 238 640 360
117 video-fmFTmov-K2k_resize.mp4 0 00:00:44 00:00:48 108 122 179 238 640 360
118 video-fmFTmov-K2k_resize.mp4 1 00:00:48 00:00:59 108 122 179 238 640 360
119 video-fmFTmov-K2k_resize.mp4 0 00:00:59 00:01:07 108 122 179 238 640 360
120 video-fs-ifFsc8Bg_resize.mp4 0 00:00:00 00:00:32 232 182 133 207 800 600
121 video-fs-ifFsc8Bg_resize.mp4 1 00:00:32 00:00:47 232 182 133 207 800 600
122 video-fs-ifFsc8Bg_resize.mp4 0 00:00:47 00:00:49 232 182 133 207 800 600
123 video-gkitFhxrYc8.mp4 0 00:01:05 00:01:08 174 15 180 312 640 360
124 video-gkitFhxrYc8.mp4 1 00:01:08 00:01:16 174 15 180 312 640 360
125 video-gkitFhxrYc8.mp4 1 00:01:16 00:01:27 174 15 180 312 640 360
126 video-lZPbkfUYavo.mp4 0 00:00:00 00:01:18 50 107 173 228 774 480
127 video-lZPbkfUYavo.mp4 1 00:01:18 00:01:50 50 107 173 228 774 480
128 video-lZPbkfUYavo.mp4 0 00:01:50 00:02:12 50 107 173 228 774 480
129 video-nm2KxtOZOqA.mp4 0 00:00:06 00:01:30 257 20 281 316 640 360
130 video-nm2KxtOZOqA.mp4 1 00:01:30 00:01:35 257 20 281 316 640 360
131 video-nm2KxtOZOqA.mp4 0 00:01:35 00:02:01 257 20 281 316 640 360
132 video-oLRqoHPl6xU.mp4 0 00:00:00 00:02:20 95 7 146 180 320 240
133 video-oLRqoHPl6xU.mp4 1 00:02:20 00:02:25 95 7 146 180 320 240
134 video-oLRqoHPl6xU.mp4 0 00:02:25 00:02:34 95 7 146 180 320 240
135 video-r31hPlS1CwE_resize.mp4 0 00:00:06 00:00:48 80 165 247 190 640 360
136 video-r31hPlS1CwE_resize.mp4 1 00:00:48 00:01:20 80 165 247 190 640 360
137 video-r31hPlS1CwE_resize.mp4 0 00:01:20 00:02:16 80 165 247 190 640 360
138 video-u6dGiANdDNQ_1.mp4 0 00:00:00 00:00:10 140 42 183 239 854 480
139 video-u6dGiANdDNQ_1.mp4 1 00:00:10 00:00:21 140 42 183 239 854 480
140 video-u6dGiANdDNQ_1.mp4 0 00:00:21 00:00:57 140 42 183 239 854 480
141 video-uGpFQT3Uiig_1.mp4 0 00:00:00 00:01:06 410 39 86 139 640 360
142 video-uGpFQT3Uiig_1.mp4 1 00:01:06 00:01:17 410 39 86 139 640 360
143 video-uGpFQT3Uiig_1.mp4 0 00:01:17 00:01:30 410 39 86 139 640 360
144 video-uGpFQT3Uiig_6.mp4 0 00:00:00 00:00:08 308 66 179 198 640 360
145 video-uGpFQT3Uiig_6.mp4 1 00:00:08 00:00:40 308 66 179 198 640 360
146 video-uGpFQT3Uiig_6.mp4 0 00:00:40 00:00:46 308 66 179 198 640 360
147 video-vA9duDV6VFc.mp4 0 00:00:06 00:00:55 194 216 261 121 640 360
148 video-vA9duDV6VFc.mp4 1 00:00:55 00:01:14 194 216 261 121 640 360
149 video-vA9duDV6VFc.mp4 0 00:01:14 00:01:27 194 216 261 121 640 360
150 video-vA9duDV6VFc.mp4 0 00:01:46 00:02:10 63 152 185 153 640 360
151 video-vA9duDV6VFc.mp4 1 00:02:10 00:02:15 63 152 185 153 640 360
152 video-vA9duDV6VFc.mp4 0 00:02:15 00:02:20 63 152 185 153 640 360
153 video-vA9duDV6VFc.mp4 1 00:02:20 00:02:29 63 152 185 153 640 360
154 video-vA9duDV6VFc.mp4 0 00:02:29 00:03:13 63 152 185 153 640 360
155 video-vBu6OiSdrds_resize.mp4 0 00:00:00 00:00:28 436 168 313 401 800 600
156 video-vBu6OiSdrds_resize.mp4 1 00:00:28 00:00:38 436 168 313 401 800 600
157 video-vBu6OiSdrds_resize.mp4 1 00:00:38 00:00:48 436 168 313 401 800 600
158 video-vBu6OiSdrds_resize.mp4 0 00:00:48 00:00:52 436 168 313 401 800 600
159 video-yyUaFBMwLlA_resize.mp4 0 00:00:00 00:01:00 158 14 162 217 640 360
160 video-yyUaFBMwLlA_resize.mp4 1 00:01:00 00:01:18 158 14 162 217 640 360
161 video-yyUaFBMwLlA_resize.mp4 0 00:01:18 00:01:22 158 14 162 217 640 360
162 video-yyUaFBMwLlA_resize.mp4 1 00:01:22 00:01:37 158 14 162 217 640 360
163 video-yyUaFBMwLlA_resize.mp4 0 00:01:37 00:02:00 158 14 162 217 640 360
164 Shoplifting001_x264.mp4 0 00:00:00 00:00:53 132 63 140 141 320 240
165 Shoplifting001_x264.mp4 1 00:00:53 00:00:58 132 63 140 141 320 240
166 Shoplifting001_x264.mp4 1 00:00:58 00:01:08 132 63 140 141 320 240
167 Shoplifting001_x264.mp4 0 00:01:08 00:02:24 132 63 140 141 320 240
168 Shoplifting005_x264.mp4 0 00:00:11 00:00:22 77 0 136 234 320 240
169 Shoplifting005_x264.mp4 1 00:00:22 00:00:32 77 0 136 234 320 240
170 Shoplifting005_x264.mp4 0 00:00:32 00:00:59 77 0 136 234 320 240
171 Shoplifting007_x264.mp4 0 00:00:00 00:00:17 92 20 178 220 320 240
172 Shoplifting007_x264.mp4 1 00:00:17 00:00:32 92 20 178 220 320 240
173 Shoplifting007_x264.mp4 0 00:00:32 00:02:50 92 20 178 220 320 240
174 Shoplifting010_x264.mp4 0 00:00:00 00:00:23 73 93 74 117 320 240
175 Shoplifting010_x264.mp4 1 00:00:23 00:00:30 73 93 74 117 320 240
176 Shoplifting010_x264.mp4 0 00:00:30 00:01:31 73 93 74 117 320 240
177 Shoplifting010_x264.mp4 0 00:00:00 00:00:49 71 77 69 106 320 240
178 Shoplifting010_x264.mp4 1 00:00:49 00:00:55 71 77 69 106 320 240
179 Shoplifting010_x264.mp4 0 00:00:55 00:01:31 71 77 69 106 320 240
180 Shoplifting010_x264.mp4 0 00:00:00 00:00:56 71 77 69 106 320 240
181 Shoplifting010_x264.mp4 1 00:00:56 00:01:05 71 77 69 106 320 240
182 Shoplifting010_x264.mp4 0 00:01:05 00:01:31 71 77 69 106 320 240
183 Shoplifting012_x264.mp4 0 00:00:00 00:04:25 116 64 130 97 320 240
184 Shoplifting012_x264.mp4 1 00:04:25 00:04:32 116 64 130 97 320 240
185 Shoplifting012_x264.mp4 0 00:04:32 00:13:01 116 64 130 97 320 240
186 Shoplifting015_x264.mp4 0 00:00:00 00:01:07 105 77 215 163 320 240
187 Shoplifting015_x264.mp4 1 00:01:07 00:01:13 105 77 215 163 320 240
188 Shoplifting015_x264.mp4 0 00:01:13 00:01:15 105 77 215 163 320 240
189 Shoplifting016_x264.mp4 0 00:00:00 00:00:18 9 32 232 208 320 240
190 Shoplifting016_x264.mp4 1 00:00:18 00:00:25 9 32 232 208 320 240
191 Shoplifting016_x264.mp4 0 00:00:25 00:00:49 9 32 232 208 320 240
192 Shoplifting017_x264.mp4 0 00:00:00 00:00:10 56 0 149 148 320 240
193 Shoplifting017_x264.mp4 1 00:00:10 00:00:15 56 0 149 148 320 240
194 Shoplifting018_x264.mp4 0 00:00:00 00:00:10 211 18 72 130 320 240
195 Shoplifting018_x264.mp4 1 00:00:10 00:00:27 211 18 72 130 320 240
196 Shoplifting018_x264.mp4 0 00:00:27 00:01:11 211 18 72 130 320 240
197 Shoplifting018_x264.mp4 0 00:00:00 00:00:35 211 18 72 130 320 240
198 Shoplifting018_x264.mp4 1 00:00:35 00:00:52 211 18 72 130 320 240
199 Shoplifting018_x264.mp4 0 00:00:52 00:01:11 211 18 72 130 320 240
200 Shoplifting020_x264.mp4 0 00:00:00 00:01:06 0 8 146 201 320 240
201 Shoplifting020_x264.mp4 1 00:01:06 00:01:23 0 8 146 201 320 240
202 Shoplifting020_x264.mp4 0 00:01:23 00:03:12 0 8 146 201 320 240
203 Shoplifting021_x264.mp4 0 00:00:00 00:01:09 152 12 167 177 320 240
204 Shoplifting021_x264.mp4 1 00:01:09 00:01:16 152 12 167 177 320 240
205 Shoplifting021_x264.mp4 0 00:01:16 00:01:58 152 12 167 177 320 240
206 Shoplifting022_x264.mp4 0 00:00:00 00:00:08 16 57 168 151 320 240
207 Shoplifting022_x264.mp4 1 00:00:08 00:00:13 16 57 168 151 320 240
208 Shoplifting022_x264.mp4 0 00:00:13 00:01:13 16 57 168 151 320 240
209 Shoplifting022_x264.mp4 0 00:00:00 00:00:20 16 76 116 132 320 240
210 Shoplifting022_x264.mp4 1 00:00:20 00:00:25 16 76 116 132 320 240
211 Shoplifting022_x264.mp4 0 00:00:25 00:01:13 16 76 116 132 320 240
212 Shoplifting022_x264.mp4 0 00:00:00 00:00:23 16 43 124 166 320 240
213 Shoplifting022_x264.mp4 1 00:00:23 00:00:35 16 43 124 166 320 240
214 Shoplifting022_x264.mp4 0 00:00:35 00:01:13 16 43 124 166 320 240
215 Shoplifting022_x264.mp4 0 00:00:00 00:00:46 16 43 124 166 320 240
216 Shoplifting022_x264.mp4 1 00:00:46 00:00:55 16 52 163 156 320 240
217 Shoplifting022_x264.mp4 0 00:00:55 00:01:13 16 52 163 156 320 240
218 Shoplifting024_x264.mp4 0 00:00:00 00:00:26 114 80 107 111 320 240
219 Shoplifting024_x264.mp4 1 00:00:26 00:00:34 114 80 107 111 320 240
220 Shoplifting024_x264.mp4 0 00:00:34 00:00:40 114 80 107 111 320 240
221 Shoplifting026_x264.mp4 0 00:00:00 00:00:03 80 29 126 84 320 240
222 Shoplifting026_x264.mp4 1 00:00:03 00:00:12 80 29 126 84 320 240
223 Shoplifting026_x264.mp4 0 00:00:12 00:00:19 80 29 126 84 320 240
224 Shoplifting026_x264.mp4 1 00:00:19 00:00:34 80 29 126 84 320 240
225 Shoplifting026_x264.mp4 0 00:00:34 00:00:47 80 29 126 84 320 240
226 Shoplifting029_x264.mp4 0 00:00:07 00:00:35 68 35 119 135 320 240
227 Shoplifting029_x264.mp4 1 00:00:35 00:00:49 68 35 119 135 320 240
228 Shoplifting029_x264.mp4 0 00:00:49 00:01:04 68 35 119 135 320 240
229 Shoplifting031_x264.mp4 1 00:00:00 00:00:13 0 110 75 115 320 240
230 Shoplifting031_x264.mp4 0 00:00:13 00:00:14 0 110 75 115 320 240
231 Shoplifting034_x264.mp4 0 00:00:00 00:02:42 146 10 92 145 320 240
232 Shoplifting034_x264.mp4 1 00:02:42 00:02:56 146 10 92 145 320 240
233 Shoplifting034_x264.mp4 0 00:02:56 00:06:37 146 10 92 145 320 240
234 Shoplifting034_x264.mp4 0 00:00:00 00:03:06 124 10 106 91 320 240
235 Shoplifting034_x264.mp4 1 00:03:06 00:03:12 124 10 106 91 320 240
236 Shoplifting034_x264.mp4 0 00:03:12 00:06:37 124 10 106 91 320 240
237 Shoplifting034_x264.mp4 0 00:00:00 00:03:59 32 80 174 148 320 240
238 Shoplifting034_x264.mp4 1 00:03:59 00:04:09 32 80 174 148 320 240
239 Shoplifting034_x264.mp4 0 00:04:09 00:06:37 32 80 174 148 320 240
240 Shoplifting036_x264.mp4 0 00:00:00 00:01:35 45 108 213 132 320 240
241 Shoplifting036_x264.mp4 1 00:01:35 00:01:50 45 108 213 132 320 240
242 Shoplifting036_x264.mp4 0 00:01:50 00:02:01 45 108 213 132 320 240
243 Shoplifting040_x264.mp4 1 00:00:00 00:00:07 66 107 150 133 320 240
244 Shoplifting040_x264.mp4 0 00:00:07 00:00:17 66 107 150 133 320 240
245 Shoplifting040_x264.mp4 0 00:00:13 00:00:23 30 107 166 133 320 240
246 Shoplifting040_x264.mp4 1 00:00:23 00:00:35 30 107 166 133 320 240
247 Shoplifting040_x264.mp4 0 00:00:35 00:00:45 30 107 166 133 320 240
248 Shoplifting040_x264.mp4 0 00:00:49 00:00:59 68 102 209 138 320 240
249 Shoplifting040_x264.mp4 1 00:00:59 00:01:07 68 102 209 138 320 240
250 Shoplifting040_x264.mp4 0 00:01:07 00:01:17 68 102 209 138 320 240
251 Shoplifting040_x264.mp4 0 00:02:17 00:02:27 83 102 173 138 320 240
252 Shoplifting040_x264.mp4 1 00:02:27 00:02:37 83 102 173 138 320 240
253 Shoplifting040_x264.mp4 0 00:02:37 00:02:47 83 102 173 138 320 240
254 Shoplifting040_x264.mp4 0 00:04:31 00:04:41 53 102 220 138 320 240
255 Shoplifting040_x264.mp4 1 00:04:41 00:04:49 53 102 220 138 320 240
256 Shoplifting040_x264.mp4 0 00:04:49 00:04:59 53 102 220 138 320 240
257 Shoplifting040_x264.mp4 0 00:05:27 00:05:37 32 107 191 133 320 240
258 Shoplifting040_x264.mp4 1 00:05:37 00:05:48 32 107 191 133 320 240
259 Shoplifting040_x264.mp4 0 00:05:48 00:05:58 32 107 191 133 320 240
260 Shoplifting040_x264.mp4 0 00:07:00 00:07:10 124 107 171 133 320 240
261 Shoplifting040_x264.mp4 1 00:07:10 00:07:19 124 107 171 133 320 240
262 Shoplifting040_x264.mp4 0 00:07:19 00:15:07 124 107 171 133 320 240
263 Shoplifting052_x264.mp4 0 00:00:00 00:00:26 55 40 196 200 320 240
264 Shoplifting052_x264.mp4 1 00:00:26 00:00:34 55 40 196 200 320 240
265 Shoplifting052_x264.mp4 0 00:00:34 00:00:44 55 40 196 200 320 240
266 Shoplifting052_x264.mp4 0 00:00:41 00:00:51 51 22 243 218 320 240
267 Shoplifting052_x264.mp4 1 00:00:51 00:01:04 51 22 243 218 320 240
268 Shoplifting052_x264.mp4 0 00:01:04 00:01:14 51 22 243 218 320 240
269 Shoplifting052_x264.mp4 0 00:01:17 00:01:27 60 26 260 214 320 240
270 Shoplifting052_x264.mp4 1 00:01:27 00:01:35 60 26 260 214 320 240
271 Shoplifting052_x264.mp4 0 00:01:35 00:01:45 60 26 260 214 320 240
272 Shoplifting052_x264.mp4 0 00:01:58 00:02:08 18 26 263 214 320 240
273 Shoplifting052_x264.mp4 1 00:02:08 00:02:16 18 26 263 214 320 240
274 Shoplifting052_x264.mp4 0 00:02:16 00:02:26 18 26 263 214 320 240
275 Shoplifting052_x264.mp4 0 00:02:26 00:02:36 90 0 176 225 320 240
276 Shoplifting052_x264.mp4 1 00:02:36 00:02:47 90 0 176 225 320 240
277 Shoplifting052_x264.mp4 0 00:02:47 00:04:14 90 0 176 225 320 240
