"198 Shoplifting018_x264.mp4 1 00:00:35 00:00:52 211 18 72 130 320 240"
"201 Shoplifting020_x264.mp4 1 00:01:06 00:01:23 0 8 146 201 320 240"
"204 Shoplifting021_x264.mp4 1 00:01:09 00:01:16 152 12 167 177 320 240"
"207 Shoplifting022_x264.mp4 1 00:00:08 00:00:13 16 57 168 151 320 240"
"210 Shoplifting022_x264.mp4 1 00:00:20 00:00:25 16 76 116 132 320 240"
"213 Shoplifting022_x264.mp4 1 00:00:23 00:00:35 16 43 124 166 320 240"
"216 Shoplifting022_x264.mp4 1 00:00:46 00:00:55 16 52 163 156 320 240"
"219 Shoplifting024_x264.mp4 1 00:00:26 00:00:34 114 80 107 111 320 240"
"222 Shoplifting026_x264.mp4 1 00:00:03 00:00:12 80 29 126 84 320 240"
"224 Shoplifting026_x264.mp4 1 00:00:19 00:00:34 80 29 126 84 320 240"
"227 Shoplifting029_x264.mp4 1 00:00:35 00:00:49 68 35 119 135 320 240"
"229 Shoplifting031_x264.mp4 1 00:00:00 00:00:13 0 110 75 115 320 240"
"232 Shoplifting034_x264.mp4 1 00:02:42 00:02:56 146 10 92 145 320 240"
"235 Shoplifting034_x264.mp4 1 00:03:06 00:03:12 124 10 106 91 320 240"
"238 Shoplifting034_x264.mp4 1 00:03:59 00:04:09 32 80 174 148 320 240"
"241 Shoplifting036_x264.mp4 1 00:01:35 00:01:50 45 108 213 132 320 240"
"243 Shoplifting040_x264.mp4 1 00:00:00 00:00:07 66 107 150 133 320 240"
"246 Shoplifting040_x264.mp4 1 00:00:23 00:00:35 30 107 166 133 320 240"
"249 Shoplifting040_x264.mp4 1 00:00:59 00:01:07 68 102 209 138 320 240"
"252 Shoplifting040_x264.mp4 1 00:02:27 00:02:37 83 102 173 138 320 240"
"255 Shoplifting040_x264.mp4 1 00:04:41 00:04:49 53 102 220 138 320 240"
"258 Shoplifting040_x264.mp4 1 00:05:37 00:05:48 32 107 191 133 320 240"
"261 Shoplifting040_x264.mp4 1 00:07:10 00:07:19 124 107 171 133 320 240"
"264 Shoplifting052_x264.mp4 1 00:00:26 00:00:34 55 40 196 200 320 240"
"267 Shoplifting052_x264.mp4 1 00:00:51 00:01:04 51 22 243 218 320 240"
"270 Shoplifting052_x264.mp4 1 00:01:27 00:01:35 60 26 260 214 320 240"
"273 Shoplifting052_x264.mp4 1 00:02:08 00:02:16 18 26 263 214 320 240"
"276 Shoplifting052_x264.mp4 1 00:02:36 00:02:47 90 0 176 225 320 240"
"000 video--JIyKmeGOSU.mp4 1 00:01:40 00:01:50"
"000 video--JIyKmeGOSU.mp4 1 00:02:13 00:02:27"
"000 video-2BJHqG23sRg.mp4 1 00:00:13 00:00:59"
"000 video-2WiTNsc1Tnc.mp4 1 00:00:14 00:00:24"
"000 video-3k6uSfNfhrc.mp4 1 00:03:07 00:03:12"
"000 video-3k6uSfNfhrc.mp4 1 00:03:12 00:03:17"
"000 video-3k6uSfNfhrc.mp4 1 00:03:17 00:03:23"
"000 video-3k6uSfNfhrc.mp4 1 00:03:23 00:03:28"
"000 video-5Uhe1M6XieE.mp4 1 00:00:20 00:00:31"
"000 video-5Uhe1M6XieE.mp4 1 00:01:19 00:01:27"
"000 video-5Uhe1M6XieE.mp4 1 00:01:27 00:01:35"
"000 video-5Uhe1M6XieE.mp4 1 00:01:44 00:01:49"
"000 video-5k4fhs3R16w.mp4 1 00:00:17 00:00:21"
"000 video-5k4fhs3R16w.mp4 1 00:00:57 00:01:30"
"000 video-5k4fhs3R16w.mp4 1 00:04:23 00:04:43"
"000 video-AKcQT7pSMGk.mp4 1 00:01:15 00:01:20"
"000 video-AKcQT7pSMGk.mp4 1 00:01:29 00:01:40"
""
