Shoplifting040_x264.mp4 0 00:02:17 00:02:27 83 102 173 138
Shoplifting040_x264.mp4 1 00:02:27 00:02:37 83 102 173 138
Shoplifting040_x264.mp4 0 00:02:37 00:02:47 83 102 173 138
Shoplifting040_x264.mp4 0 00:04:31 00:04:41 53 102 220 138
Shoplifting040_x264.mp4 1 00:04:41 00:04:49 53 102 220 138
Shoplifting040_x264.mp4 0 00:04:49 00:04:59 53 102 220 138
Shoplifting040_x264.mp4 0 00:05:27 00:05:37 32 107 191 133
Shoplifting040_x264.mp4 1 00:05:37 00:05:48 32 107 191 133
Shoplifting040_x264.mp4 0 00:05:48 00:05:58 32 107 191 133
Shoplifting040_x264.mp4 0 00:07:00 00:07:10 124 107 171 133
Shoplifting040_x264.mp4 1 00:07:10 00:07:19 124 107 171 133
Shoplifting040_x264.mp4 0 00:07:19 00:15:07 124 107 171 133

Shoplifting052_x264.mp4 0 00:00:00 00:00:26 55 40 196 200
Shoplifting052_x264.mp4 1 00:00:26 00:00:34 55 40 196 200
Shoplifting052_x264.mp4 0 00:00:34 00:00:44 55 40 196 200
Shoplifting052_x264.mp4 0 00:00:41 00:00:51 51 22 243 218
Shoplifting052_x264.mp4 1 00:00:51 00:01:04 51 22 243 218
Shoplifting052_x264.mp4 0 00:01:04 00:01:14 51 22 243 218
Shoplifting052_x264.mp4 0 00:01:17 00:01:27 60 26 260 214
Shoplifting052_x264.mp4 1 00:01:27 00:01:35 60 26 260 214
Shoplifting052_x264.mp4 0 00:01:35 00:01:45 60 26 260 214
Shoplifting052_x264.mp4 0 00:01:58 00:02:08 18 26 263 214
Shoplifting052_x264.mp4 1 00:02:08 00:02:16 18 26 263 214
Shoplifting052_x264.mp4 0 00:02:16 00:02:26 18 26 263 214
Shoplifting052_x264.mp4 0 00:02:26 00:02:36 90 0 176 225
Shoplifting052_x264.mp4 1 00:02:36 00:02:47 90 0 176 225
Shoplifting052_x264.mp4 0 00:02:47 00:04:14 90 0 176 225
